time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T13:06:35+02:00,25590.000000,0.686646,0.572280
2025-04-02T13:06:36+02:00,70000.000000,1.373291,1.602173
2025-04-02T13:06:37+02:00,60000.000000,1.602173,1.373291
2025-04-02T13:06:38+02:00,60000.000000,1.373291,1.373291
2025-04-02T13:06:39+02:00,60000.000000,1.373291,1.373291
2025-04-02T13:06:40+02:00,60000.000000,1.144409,1.373291
2025-04-02T13:06:41+02:00,60000.000000,1.373291,1.373291
2025-04-02T13:06:42+02:00,50489.000000,1.373291,1.149078
2025-04-02T13:06:43+02:00,59511.000000,1.373291,1.368622
2025-04-02T13:06:44+02:00,70000.000000,1.373291,1.602173
2025-04-02T13:06:45+02:00,60000.000000,1.602173,1.373291
2025-04-02T13:06:46+02:00,50000.000000,1.144409,1.144409
2025-04-02T13:06:47+02:00,70000.000000,1.373291,1.602173
2025-04-02T13:06:48+02:00,60000.000000,1.602173,1.373291
2025-04-02T13:06:49+02:00,70000.000000,1.373291,1.602173
2025-04-02T13:06:50+02:00,60000.000000,1.602173,1.373291
2025-04-02T13:06:51+02:00,60000.000000,1.373291,1.373291
2025-04-02T13:06:52+02:00,60000.000000,1.433229,1.414156
2025-04-02T13:06:53+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:06:54+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:06:55+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:06:56+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:06:57+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:06:58+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:06:59+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:00+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:01+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:02+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:03+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:04+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:05+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:06+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:07+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:08+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:09+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:10+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:11+02:00,70000.000000,1.735687,1.735687
2025-04-02T13:07:12+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:13+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:14+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:15+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:16+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:17+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:18+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:19+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:20+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:21+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:22+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:23+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:24+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:25+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:26+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:27+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:28+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:29+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:30+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:31+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:32+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:33+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:34+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:35+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:36+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:37+02:00,60000.000000,1.735687,1.487732
