time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T13:07:38+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:39+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:40+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:41+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:42+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:43+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:44+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:45+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:46+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:47+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:48+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:49+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:50+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:51+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:52+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:53+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:54+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:07:55+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:07:56+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:07:57+02:00,69860.279441,1.484762,1.732223
2025-04-02T13:07:58+02:00,60120.240481,1.739166,1.490713
2025-04-02T13:07:59+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:00+02:00,69860.279441,1.484762,1.732223
2025-04-02T13:08:01+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:08:02+02:00,60120.240481,1.490713,1.490713
2025-04-02T13:08:03+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:08:04+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:08:05+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:06+02:00,69860.279441,1.484762,1.732223
2025-04-02T13:08:07+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:08:08+02:00,60120.240481,1.490713,1.490713
2025-04-02T13:08:09+02:00,70000.000000,1.487732,1.735687
2025-04-02T13:08:10+02:00,60000.000000,1.735687,1.487732
2025-04-02T13:08:11+02:00,59880.239521,1.484762,1.484762
2025-04-02T13:08:12+02:00,60120.240481,1.490713,1.490713
2025-04-02T13:08:13+02:00,69860.279441,1.732223,1.732223
2025-04-02T13:08:14+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:15+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:16+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:17+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:18+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:19+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:20+02:00,60120.240481,1.242261,1.490713
2025-04-02T13:08:21+02:00,49900.199601,1.484762,1.237302
2025-04-02T13:08:22+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:23+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:24+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:25+02:00,60000.000000,1.239777,1.487732
2025-04-02T13:08:26+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:27+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:28+02:00,52591.182365,1.490713,1.380202
2025-04-02T13:08:29+02:00,57341.974078,1.483282,1.346029
2025-04-02T13:08:30+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:31+02:00,60000.000000,1.487732,1.487732
2025-04-02T13:08:32+02:00,60000.000000,1.239777,1.487732
2025-04-02T13:08:33+02:00,60000.000000,1.487732,1.487732
