time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-05-08T14:20:47Z,142789.000000,85.001193,
2025-05-08T14:20:48Z,128341.000000,79.871817,
2025-05-08T14:20:49Z,133650.000000,83.942603,
2025-05-08T14:20:50Z,141330.000000,79.981430,
2025-05-08T14:20:51Z,138971.000000,78.853170,
2025-05-08T14:20:52Z,134040.000000,80.172707,
2025-05-08T14:20:53Z,130113.000000,87.247616,
2025-05-08T14:20:54Z,149141.000000,85.154387,
2025-05-08T14:20:55Z,136211.000000,75.892935,
2025-05-08T14:20:56Z,139937.000000,85.511323,
2025-05-08T14:20:57Z,132499.000000,79.765879,
2025-05-08T14:20:58Z,122709.000000,80.054134,
2025-05-08T14:20:59Z,143644.000000,90.318444,
2025-05-08T14:21:00Z,150000.000000,85.832285,
2025-05-08T14:21:01Z,145411.000000,81.510711,
2025-05-08T14:21:02Z,137659.000000,81.025585,
2025-05-08T14:21:03Z,136228.000000,83.366212,
2025-05-08T14:21:04Z,141814.000000,85.230153,
2025-05-08T14:21:05Z,133805.000000,82.509361,
2025-05-08T14:21:06Z,136378.000000,87.427329,
2025-05-08T14:21:07Z,143705.000000,86.629998,
2025-05-08T14:21:08Z,133717.000000,74.706146,
2025-05-08T14:21:09Z,122294.000000,79.796468,
2025-05-08T14:21:10Z,141736.000000,78.514206,
2025-05-08T14:21:11Z,139213.000000,86.891282,
2025-05-08T14:21:12Z,138450.000000,90.325786,
2025-05-08T14:21:13Z,149590.000000,85.503017,
2025-05-08T14:21:14Z,147431.000000,81.988610,
2025-05-08T14:21:15Z,137113.000000,83.008035,
2025-05-08T14:21:16Z,139660.000000,82.823180,
2025-05-08T14:21:17Z,124889.000000,78.122856,
2025-05-08T14:21:18Z,126203.000000,85.246861,
2025-05-08T14:21:19Z,149704.000000,90.313072,
2025-05-08T14:21:20Z,150000.000000,81.216681,
2025-05-08T14:21:21Z,140002.000000,82.483723,
2025-05-08T14:21:22Z,135375.000000,80.594570,
2025-05-08T14:21:23Z,123826.000000,76.558268,
2025-05-08T14:21:24Z,133428.000000,85.581811,
2025-05-08T14:21:25Z,142369.000000,90.337518,
2025-05-08T14:21:26Z,150000.000000,88.599353,
2025-05-08T14:21:27Z,137801.000000,73.207889,
2025-05-08T14:21:28Z,127434.000000,77.553830,
2025-05-08T14:21:29Z,127228.000000,80.254479,
2025-05-08T14:21:30Z,132871.000000,86.813932,
2025-05-08T14:21:31Z,149666.000000,88.505154,
2025-05-08T14:21:32Z,150000.000000,83.858451,
2025-05-08T14:21:33Z,143127.000000,83.807816,
2025-05-08T14:21:34Z,140702.000000,84.409725,
2025-05-08T14:21:35Z,127805.000000,78.790532,
2025-05-08T14:21:36Z,130106.000000,78.994827,
2025-05-08T14:21:37Z,134650.000000,88.804685,
2025-05-08T14:21:38Z,148610.000000,90.352901,
2025-05-08T14:21:39Z,140969.000000,75.818212,
2025-05-08T14:21:40Z,93904.000000,59.673698,
2025-05-08T14:21:41Z,88186.000000,49.932944,
2025-05-08T14:21:42Z,126941.000000,85.560710,
2025-05-08T14:21:43Z,150000.000000,88.687000,
2025-05-08T14:21:44Z,39845.000000,20.295268,
