time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-05-08T14:20:46Z,47026.969500,,
2025-05-08T14:20:47Z,79653.000000,,
2025-05-08T14:20:48Z,150000.000000,,
2025-05-08T14:20:49Z,150000.000000,,
2025-05-08T14:20:50Z,150000.000000,,
2025-05-08T14:20:51Z,150000.000000,,
2025-05-08T14:20:52Z,150000.000000,,
2025-05-08T14:20:53Z,150000.000000,,
2025-05-08T14:20:54Z,75000.000000,,
2025-05-08T14:20:55Z,150000.000000,,
2025-05-08T14:20:56Z,150000.000000,,
2025-05-08T14:20:57Z,150000.000000,,
2025-05-08T14:20:58Z,150000.000000,,
2025-05-08T14:20:59Z,150000.000000,,
2025-05-08T14:21:00Z,75000.000000,,
2025-05-08T14:21:01Z,150000.000000,,
2025-05-08T14:21:02Z,150000.000000,,
2025-05-08T14:21:03Z,150000.000000,,
2025-05-08T14:21:04Z,150000.000000,,
2025-05-08T14:21:05Z,150000.000000,,
2025-05-08T14:21:06Z,150000.000000,,
2025-05-08T14:21:07Z,75000.000000,,
2025-05-08T14:21:08Z,150000.000000,,
2025-05-08T14:21:09Z,150000.000000,,
2025-05-08T14:21:10Z,150000.000000,,
2025-05-08T14:21:11Z,150000.000000,,
2025-05-08T14:21:12Z,150000.000000,,
2025-05-08T14:21:13Z,75000.000000,,
2025-05-08T14:21:14Z,150000.000000,,
2025-05-08T14:21:15Z,150000.000000,,
2025-05-08T14:21:16Z,150000.000000,,
2025-05-08T14:21:17Z,150000.000000,,
2025-05-08T14:21:18Z,150000.000000,,
2025-05-08T14:21:19Z,115729.000000,,
2025-05-08T14:21:20Z,109271.000000,,
2025-05-08T14:21:21Z,150000.000000,,
2025-05-08T14:21:22Z,150000.000000,,
2025-05-08T14:21:23Z,150000.000000,,
2025-05-08T14:21:24Z,150000.000000,,
2025-05-08T14:21:25Z,150000.000000,,
2025-05-08T14:21:26Z,75000.000000,,
2025-05-08T14:21:27Z,150000.000000,,
2025-05-08T14:21:28Z,150000.000000,,
2025-05-08T14:21:29Z,150000.000000,,
2025-05-08T14:21:30Z,150000.000000,,
2025-05-08T14:21:31Z,75000.000000,,
2025-05-08T14:21:32Z,150000.000000,,
2025-05-08T14:21:33Z,150000.000000,,
2025-05-08T14:21:34Z,150000.000000,,
2025-05-08T14:21:35Z,150000.000000,,
2025-05-08T14:21:36Z,150000.000000,,
2025-05-08T14:21:37Z,150000.000000,,
2025-05-08T14:21:38Z,125079.000000,,
2025-05-08T14:21:39Z,99921.000000,,
2025-05-08T14:21:40Z,150000.000000,,
2025-05-08T14:21:41Z,75000.000000,,
2025-05-08T14:21:42Z,110512.000000,,
2025-05-08T14:21:43Z,114488.000000,,
2025-05-08T14:21:44Z,75000.000000,,
