time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T11:52:33+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:34+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:35+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:36+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:37+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:38+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:39+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:40+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:41+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:42+02:00,50000.000000,1.487732,1.239777
2025-04-02T11:52:43+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:44+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:45+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:46+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:47+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:48+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:49+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:50+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:51+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:52+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:53+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:54+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:55+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:56+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:52:57+02:00,69930.069930,1.486246,1.733953
2025-04-02T11:52:58+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:59+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:00+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:01+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:02+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:53:03+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:04+02:00,59940.059940,1.733953,1.486246
2025-04-02T11:53:05+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:06+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:07+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:08+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:09+02:00,69930.069930,1.486246,1.733953
2025-04-02T11:53:10+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:11+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:12+02:00,59940.059940,1.486246,1.486246
2025-04-02T11:53:13+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:53:14+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:15+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:16+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:17+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:18+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:19+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:20+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:21+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:22+02:00,59940.059940,1.486246,1.486246
2025-04-02T11:53:23+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:24+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:53:25+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:26+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:53:27+02:00,59940.059940,1.486246,1.486246
2025-04-02T11:53:28+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:29+02:00,60060.060060,1.489221,1.489221
2025-04-02T11:53:30+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:31+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:32+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:33+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:34+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:35+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:36+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:37+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:53:38+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:53:39+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:40+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:41+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:42+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:43+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:53:44+02:00,60000.000000,1.487732,1.487732
