time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T11:51:46+02:00,18380.000000,0.457764,0.406217
2025-04-02T11:51:47+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:48+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:49+02:00,70000.000000,1.373291,1.602173
2025-04-02T11:51:50+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:51+02:00,60000.000000,1.602173,1.373291
2025-04-02T11:51:52+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:53+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:54+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:55+02:00,70000.000000,1.373291,1.602173
2025-04-02T11:51:56+02:00,60000.000000,1.602173,1.373291
2025-04-02T11:51:57+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:58+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:51:59+02:00,70000.000000,1.373291,1.602173
2025-04-02T11:52:00+02:00,60000.000000,1.602173,1.373291
2025-04-02T11:52:01+02:00,60000.000000,1.373291,1.373291
2025-04-02T11:52:02+02:00,50000.000000,1.144409,1.144409
2025-04-02T11:52:03+02:00,60000.000000,1.414156,1.395082
2025-04-02T11:52:04+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:05+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:06+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:07+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:08+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:09+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:10+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:11+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:12+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:13+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:14+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:15+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:16+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:17+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:18+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:19+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:20+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:21+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:22+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:23+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:24+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:25+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:26+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:27+02:00,70000.000000,1.487732,1.735687
2025-04-02T11:52:28+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:29+02:00,60000.000000,1.735687,1.487732
2025-04-02T11:52:30+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:31+02:00,60000.000000,1.487732,1.487732
2025-04-02T11:52:32+02:00,60000.000000,1.487732,1.487732
