test,tool,msg-rate-per-second[mongo-to-kafka],msg-megabytes-in-per-second[mongo-to-kafka],msg-megabytes-out-per-second[mongo-to-kafka],msg-rate-in-per-second[mongo.test.users],msg-megabytes-in-per-second[mongo.test.users],msg-megabytes-out-per-second[mongo.test.users],cpu-percentage[benchi-conduit],memory-usage[benchi-conduit],cpu-percentage[benchi-kafka-connect],memory-usage[benchi-kafka-connect]
mongo-kafka-cdc,conduit,30000.00,14.40,14.40,30115.47,30.09,,138.58,363.39,,
