time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-04-02T13:16:17+02:00,50150.451354,33.431337,
2025-04-02T13:16:18+02:00,60000.000000,40.168962,
2025-04-02T13:16:19+02:00,60000.000000,40.168950,
2025-04-02T13:16:20+02:00,60000.000000,40.169310,
2025-04-02T13:16:21+02:00,60000.000000,40.169136,
2025-04-02T13:16:22+02:00,60000.000000,46.864273,
2025-04-02T13:16:23+02:00,69549.000000,40.169930,
2025-04-02T13:16:24+02:00,55577.000000,40.170145,
2025-04-02T13:16:25+02:00,54874.000000,40.170444,
2025-04-02T13:16:26+02:00,60000.000000,40.169895,
2025-04-02T13:16:27+02:00,66808.000000,40.169511,
2025-04-02T13:16:28+02:00,63192.000000,40.169861,
2025-04-02T13:16:29+02:00,60000.000000,40.170547,
2025-04-02T13:16:30+02:00,60000.000000,40.169844,
2025-04-02T13:16:31+02:00,60000.000000,40.169791,
2025-04-02T13:16:32+02:00,60000.000000,46.999270,
2025-04-02T13:16:33+02:00,61041.000000,40.570680,
2025-04-02T13:16:34+02:00,58959.000000,40.571026,
2025-04-02T13:16:35+02:00,60000.000000,40.571665,
2025-04-02T13:16:36+02:00,60000.000000,40.570897,
2025-04-02T13:16:37+02:00,70000.000000,40.570642,
2025-04-02T13:16:38+02:00,60000.000000,40.571866,
2025-04-02T13:16:39+02:00,60000.000000,47.333239,
2025-04-02T13:16:40+02:00,60000.000000,40.571365,
2025-04-02T13:16:41+02:00,64925.000000,40.569846,
2025-04-02T13:16:42+02:00,60615.000000,40.570774,
2025-04-02T13:16:43+02:00,64460.000000,40.571622,
2025-04-02T13:16:44+02:00,60000.000000,47.332516,
2025-04-02T13:16:45+02:00,60000.000000,34.822781,
2025-04-02T13:16:46+02:00,60000.000000,39.557325,
2025-04-02T13:16:47+02:00,60000.000000,47.332536,
2025-04-02T13:16:48+02:00,60000.000000,40.570708,
2025-04-02T13:16:49+02:00,60000.000000,33.809666,
2025-04-02T13:16:50+02:00,50000.000000,40.571064,
2025-04-02T13:16:51+02:00,70000.000000,40.570732,
2025-04-02T13:16:52+02:00,50000.000000,40.571375,
2025-04-02T13:16:53+02:00,60000.000000,40.570495,
2025-04-02T13:16:54+02:00,70000.000000,40.571148,
2025-04-02T13:16:55+02:00,53363.000000,40.570711,
2025-04-02T13:16:56+02:00,66637.000000,40.570481,
2025-04-02T13:16:57+02:00,50000.000000,40.571485,
2025-04-02T13:16:58+02:00,60000.000000,33.809706,
2025-04-02T13:16:59+02:00,57296.000000,40.570906,
2025-04-02T13:17:00+02:00,52704.000000,40.570876,
2025-04-02T13:17:01+02:00,70000.000000,40.570873,
2025-04-02T13:17:02+02:00,50000.000000,40.552359,
2025-04-02T13:17:03+02:00,60000.000000,40.513775,
2025-04-02T13:17:04+02:00,60000.000000,40.571424,
2025-04-02T13:17:05+02:00,60000.000000,38.847427,
2025-04-02T13:17:06+02:00,60000.000000,35.532819,
2025-04-02T13:17:07+02:00,60000.000000,40.571561,
2025-04-02T13:17:08+02:00,51411.000000,40.571563,
2025-04-02T13:17:09+02:00,58589.000000,40.571687,
2025-04-02T13:17:10+02:00,60000.000000,40.572103,
2025-04-02T13:17:11+02:00,64308.000000,40.571937,
2025-04-02T13:17:12+02:00,65692.000000,40.571115,
2025-04-02T13:17:13+02:00,50000.000000,40.570519,
2025-04-02T13:17:14+02:00,70000.000000,40.571725,
2025-04-02T13:17:15+02:00,60000.000000,47.332737,
2025-04-02T13:17:16+02:00,60000.000000,33.810275,
2025-04-02T13:17:17+02:00,60000.000000,40.572157,
2025-04-02T13:17:18+02:00,60000.000000,40.570903,
2025-04-02T13:17:19+02:00,60000.000000,40.570603,
2025-04-02T13:17:20+02:00,60000.000000,40.570992,
2025-04-02T13:17:21+02:00,60000.000000,43.269205,
2025-04-02T13:17:22+02:00,60000.000000,44.635428,
2025-04-02T13:17:23+02:00,60000.000000,40.571594,
2025-04-02T13:17:24+02:00,60000.000000,40.571145,
2025-04-02T13:17:25+02:00,60000.000000,40.533249,
2025-04-02T13:17:26+02:00,60000.000000,40.533396,
2025-04-02T13:17:27+02:00,64787.000000,40.570960,
2025-04-02T13:17:28+02:00,58152.000000,40.570983,
2025-04-02T13:17:29+02:00,67061.000000,40.571688,
2025-04-02T13:17:30+02:00,60000.000000,40.571365,
2025-04-02T13:17:31+02:00,60000.000000,40.570910,
2025-04-02T13:17:32+02:00,60000.000000,40.570859,
2025-04-02T13:17:33+02:00,60000.000000,47.332702,
2025-04-02T13:17:34+02:00,60000.000000,40.571481,
2025-04-02T13:17:35+02:00,60000.000000,40.571366,
2025-04-02T13:17:36+02:00,60000.000000,38.590002,
2025-04-02T13:17:37+02:00,59880.239521,41.965524,
2025-04-02T13:17:38+02:00,60120.240481,39.984860,
2025-04-02T13:17:39+02:00,60000.000000,41.742280,
2025-04-02T13:17:40+02:00,60000.000000,40.571770,
2025-04-02T13:17:41+02:00,60000.000000,40.570673,
2025-04-02T13:17:42+02:00,60000.000000,37.930924,
2025-04-02T13:17:43+02:00,60000.000000,43.212901,
2025-04-02T13:17:44+02:00,60000.000000,40.570713,
2025-04-02T13:17:45+02:00,62369.000000,40.571342,
2025-04-02T13:17:46+02:00,67631.000000,40.571605,
2025-04-02T13:17:47+02:00,60000.000000,40.571212,
2025-04-02T13:17:48+02:00,60000.000000,40.572044,
2025-04-02T13:17:49+02:00,60000.000000,40.571326,
2025-04-02T13:17:50+02:00,60000.000000,40.570875,
2025-04-02T13:17:51+02:00,60000.000000,40.571077,
2025-04-02T13:17:52+02:00,60000.000000,40.571503,
2025-04-02T13:17:53+02:00,60000.000000,40.571043,
2025-04-02T13:17:54+02:00,60000.000000,40.571762,
2025-04-02T13:17:55+02:00,60000.000000,40.571252,
2025-04-02T13:17:56+02:00,50000.000000,40.571098,
2025-04-02T13:17:57+02:00,60000.000000,33.809646,
2025-04-02T13:17:58+02:00,60000.000000,40.571080,
2025-04-02T13:17:59+02:00,60000.000000,40.570574,
2025-04-02T13:18:00+02:00,60000.000000,45.103053,
2025-04-02T13:18:01+02:00,60000.000000,36.001569,
2025-04-02T13:18:02+02:00,60000.000000,40.533459,
2025-04-02T13:18:03+02:00,60000.000000,40.571871,
2025-04-02T13:18:04+02:00,54470.000000,40.570584,
2025-04-02T13:18:05+02:00,65530.000000,40.533025,
2025-04-02T13:18:06+02:00,50000.000000,40.532969,
2025-04-02T13:18:07+02:00,70000.000000,40.570629,
2025-04-02T13:18:08+02:00,50000.000000,40.571161,
2025-04-02T13:18:09+02:00,60000.000000,40.571431,
2025-04-02T13:18:10+02:00,60000.000000,33.800007,
2025-04-02T13:18:11+02:00,59820.538385,40.393512,
2025-04-02T13:18:12+02:00,50150.451354,40.684014,
2025-04-02T13:18:13+02:00,60000.000000,40.570368,
2025-04-02T13:18:14+02:00,60000.000000,33.809289,
