time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-04-02T11:31:15+02:00,40120.361083,32.063742,
2025-04-02T11:31:16+02:00,56190.000000,34.894756,
2025-04-02T11:31:17+02:00,53810.000000,40.168913,
2025-04-02T11:31:18+02:00,60000.000000,38.233416,
2025-04-02T11:31:19+02:00,60000.000000,36.696980,
2025-04-02T11:31:20+02:00,60000.000000,38.806182,
2025-04-02T11:31:21+02:00,60000.000000,40.169551,
2025-04-02T11:31:22+02:00,60000.000000,40.170052,
2025-04-02T11:31:23+02:00,60000.000000,40.169477,
2025-04-02T11:31:24+02:00,60000.000000,40.169664,
2025-04-02T11:31:25+02:00,50000.000000,40.169620,
2025-04-02T11:31:26+02:00,60000.000000,40.169824,
2025-04-02T11:31:27+02:00,60000.000000,33.474985,
2025-04-02T11:31:28+02:00,60000.000000,40.170403,
2025-04-02T11:31:29+02:00,57617.000000,40.170406,
2025-04-02T11:31:30+02:00,62383.000000,40.170521,
2025-04-02T11:31:31+02:00,60000.000000,40.504019,
2025-04-02T11:31:32+02:00,60000.000000,40.570724,
2025-04-02T11:31:33+02:00,51708.000000,40.570539,
2025-04-02T11:31:34+02:00,58292.000000,40.571067,
2025-04-02T11:31:35+02:00,60000.000000,39.452765,
2025-04-02T11:31:36+02:00,60000.000000,34.869249,
2025-04-02T11:31:37+02:00,50000.000000,40.552257,
2025-04-02T11:31:38+02:00,60000.000000,40.571226,
2025-04-02T11:31:39+02:00,60000.000000,33.808336,
2025-04-02T11:31:40+02:00,50000.000000,33.808863,
2025-04-02T11:31:41+02:00,60000.000000,40.570769,
2025-04-02T11:31:42+02:00,60000.000000,40.571056,
2025-04-02T11:31:43+02:00,50000.000000,40.570977,
2025-04-02T11:31:44+02:00,60000.000000,33.809057,
2025-04-02T11:31:45+02:00,58863.000000,40.571519,
2025-04-02T11:31:46+02:00,51137.000000,33.808794,
2025-04-02T11:31:47+02:00,60000.000000,40.570404,
2025-04-02T11:31:48+02:00,50000.000000,36.867243,
2025-04-02T11:31:49+02:00,60000.000000,37.513160,
2025-04-02T11:31:50+02:00,50000.000000,40.570680,
2025-04-02T11:31:51+02:00,60000.000000,33.809049,
2025-04-02T11:31:52+02:00,50000.000000,40.571230,
2025-04-02T11:31:53+02:00,60000.000000,33.808833,
2025-04-02T11:31:54+02:00,60000.000000,40.570473,
