time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-04-02T16:03:44+02:00,29238.000000,74.770098,
2025-04-02T16:03:45+02:00,29208.000000,74.954336,
2025-04-02T16:03:46+02:00,30834.000000,78.669811,
2025-04-02T16:03:47+02:00,28716.000000,73.388309,
2025-04-02T16:03:48+02:00,29970.000000,76.781367,
2025-04-02T16:03:49+02:00,32364.000000,82.600231,
2025-04-02T16:03:50+02:00,31686.000000,82.093575,
2025-04-02T16:03:51+02:00,32160.000000,81.924690,
2025-04-02T16:03:52+02:00,29514.000000,75.368873,
2025-04-02T16:03:53+02:00,31776.000000,80.773200,
2025-04-02T16:03:54+02:00,32130.000000,81.893984,
2025-04-02T16:03:55+02:00,32046.000000,82.262461,
2025-04-02T16:03:56+02:00,32550.000000,83.275772,
2025-04-02T16:03:57+02:00,32232.000000,82.876589,
2025-04-02T16:03:58+02:00,33126.000000,84.504028,
2025-04-02T16:03:59+02:00,32574.000000,83.444657,
2025-04-02T16:04:00+02:00,33342.000000,85.578753,
2025-04-02T16:04:01+02:00,31104.000000,79.207173,
2025-04-02T16:04:02+02:00,32580.000000,83.275772,
2025-04-02T16:04:03+02:00,32238.000000,82.938002,
2025-04-02T16:04:04+02:00,33636.000000,85.747638,
2025-04-02T16:04:05+02:00,32316.000000,82.968708,
2025-04-02T16:04:06+02:00,33030.000000,85.271688,
2025-04-02T16:04:07+02:00,30972.000000,78.577692,
2025-04-02T16:04:08+02:00,32370.000000,82.415993,
2025-04-02T16:04:09+02:00,32112.000000,82.231754,
2025-04-02T16:04:10+02:00,33504.000000,85.686225,
2025-04-02T16:04:11+02:00,32790.000000,84.035379,
2025-04-02T16:04:12+02:00,33672.000000,86.118846,
2025-04-02T16:04:13+02:00,32826.000000,84.367276,
2025-04-02T16:04:14+02:00,33516.000000,85.565719,
2025-04-02T16:04:15+02:00,31686.000000,81.755286,
2025-04-02T16:04:16+02:00,33420.000000,85.227696,
2025-04-02T16:04:17+02:00,32490.000000,83.599044,
2025-04-02T16:04:18+02:00,33546.000000,85.012591,
2025-04-02T16:04:19+02:00,33054.000000,85.350614,
2025-04-02T16:04:20+02:00,32994.000000,84.705298,
2025-04-02T16:04:21+02:00,33804.000000,85.888376,
2025-04-02T16:04:22+02:00,33054.000000,84.782122,
2025-04-02T16:04:23+02:00,34230.000000,87.179007,
2025-04-02T16:04:24+02:00,34188.000000,87.056089,
2025-04-02T16:04:25+02:00,33798.000000,87.716769,
2025-04-02T16:04:26+02:00,31566.000000,81.540181,
2025-04-02T16:04:27+02:00,30588.000000,77.837301,
2025-04-02T16:04:28+02:00,32868.000000,84.275088,
2025-04-02T16:04:29+02:00,34134.000000,86.195669,
2025-04-02T16:04:30+02:00,33270.000000,86.011293,
2025-04-02T16:04:31+02:00,33042.000000,84.444099,
2025-04-02T16:04:32+02:00,32790.000000,83.860243,
2025-04-02T16:04:33+02:00,32712.000000,83.829514,
2025-04-02T16:04:34+02:00,33696.000000,87.778228,
2025-04-02T16:04:35+02:00,33540.000000,84.029254,
2025-04-02T16:04:36+02:00,31908.000000,82.216226,
2025-04-02T16:04:37+02:00,27036.000000,69.970602,
2025-04-02T16:04:38+02:00,31944.000000,80.387833,
2025-04-02T16:04:39+02:00,32496.000000,83.921701,
2025-04-02T16:04:40+02:00,31980.000000,82.001121,
2025-04-02T16:04:41+02:00,30408.000000,78.482616,
2025-04-02T16:04:42+02:00,32298.000000,81.770651,
2025-04-02T16:04:43+02:00,33168.000000,85.043321,
2025-04-02T16:04:44+02:00,30630.000000,77.975583,
2025-04-02T16:04:45+02:00,32376.000000,83.506856,
2025-04-02T16:04:46+02:00,30078.000000,76.838599,
2025-04-02T16:04:47+02:00,30048.000000,78.083136,
2025-04-02T16:04:48+02:00,30480.000000,78.021677,
2025-04-02T16:04:49+02:00,30552.000000,77.499279,
2025-04-02T16:04:50+02:00,31752.000000,82.170132,
2025-04-02T16:04:51+02:00,33018.000000,83.261022,
2025-04-02T16:04:52+02:00,34224.000000,87.870416,
2025-04-02T16:04:53+02:00,32568.000000,83.168834,
2025-04-02T16:04:54+02:00,33480.000000,86.042023,
2025-04-02T16:04:55+02:00,32646.000000,83.368574,
2025-04-02T16:04:56+02:00,32994.000000,84.505558,
2025-04-02T16:04:57+02:00,33198.000000,84.843580,
2025-04-02T16:04:58+02:00,33174.000000,85.243061,
2025-04-02T16:04:59+02:00,31926.000000,81.786016,
2025-04-02T16:05:00+02:00,33870.000000,86.533691,
2025-04-02T16:05:01+02:00,31464.000000,81.509452,
2025-04-02T16:05:02+02:00,32904.000000,83.675867,
2025-04-02T16:05:03+02:00,32436.000000,82.861541,
2025-04-02T16:05:04+02:00,33138.000000,84.751392,
2025-04-02T16:05:05+02:00,33318.000000,85.319884,
2025-04-02T16:05:06+02:00,33012.000000,84.674569,
2025-04-02T16:05:07+02:00,32004.000000,81.540181,
2025-04-02T16:05:08+02:00,31854.000000,81.847474,
2025-04-02T16:05:09+02:00,32634.000000,83.583679,
2025-04-02T16:05:10+02:00,32562.000000,83.522221,
2025-04-02T16:05:11+02:00,33036.000000,84.382641,
2025-04-02T16:05:12+02:00,33426.000000,86.042023,
2025-04-02T16:05:13+02:00,32952.000000,83.890972,
2025-04-02T16:05:14+02:00,32832.000000,84.228994,
2025-04-02T16:05:15+02:00,32982.000000,84.505558,
2025-04-02T16:05:16+02:00,34218.000000,87.517029,
2025-04-02T16:05:17+02:00,32748.000000,83.645138,
