time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-04-02T15:37:36+02:00,47044.044044,33.450492,
2025-04-02T15:37:37+02:00,53109.218437,33.918209,
2025-04-02T15:37:38+02:00,50000.000000,39.792774,
2025-04-02T15:37:39+02:00,50000.000000,33.474268,
2025-04-02T15:37:40+02:00,60000.000000,33.455396,
2025-04-02T15:37:41+02:00,50000.000000,33.426739,
2025-04-02T15:37:42+02:00,50000.000000,35.589893,
2025-04-02T15:37:43+02:00,50000.000000,38.044690,
2025-04-02T15:37:44+02:00,60000.000000,33.474983,
2025-04-02T15:37:45+02:00,50000.000000,40.169896,
2025-04-02T15:37:46+02:00,60000.000000,33.475327,
2025-04-02T15:37:47+02:00,50000.000000,40.170308,
2025-04-02T15:37:48+02:00,60000.000000,33.475127,
2025-04-02T15:37:49+02:00,60000.000000,40.170011,
2025-04-02T15:37:50+02:00,50000.000000,33.474835,
2025-04-02T15:37:51+02:00,50000.000000,40.170649,
2025-04-02T15:37:52+02:00,60000.000000,33.475203,
2025-04-02T15:37:53+02:00,50000.000000,40.504120,
2025-04-02T15:37:54+02:00,60000.000000,33.809143,
2025-04-02T15:37:55+02:00,50000.000000,40.570825,
2025-04-02T15:37:56+02:00,60000.000000,33.808940,
2025-04-02T15:37:57+02:00,50000.000000,40.570104,
2025-04-02T15:37:58+02:00,60000.000000,33.809143,
2025-04-02T15:37:59+02:00,50000.000000,40.570130,
2025-04-02T15:38:00+02:00,60000.000000,40.570764,
2025-04-02T15:38:01+02:00,50000.000000,27.046980,
2025-04-02T15:38:02+02:00,50000.000000,39.973061,
2025-04-02T15:38:03+02:00,60000.000000,34.406767,
2025-04-02T15:38:04+02:00,50000.000000,33.770879,
2025-04-02T15:38:05+02:00,50000.000000,33.761482,
2025-04-02T15:38:06+02:00,50000.000000,34.953030,
2025-04-02T15:38:07+02:00,50000.000000,39.359836,
2025-04-02T15:38:08+02:00,50000.000000,33.809515,
2025-04-02T15:38:09+02:00,60000.000000,33.809316,
2025-04-02T15:38:10+02:00,50000.000000,33.809573,
2025-04-02T15:38:11+02:00,50000.000000,40.571135,
2025-04-02T15:38:12+02:00,60000.000000,33.809306,
2025-04-02T15:38:13+02:00,50000.000000,40.571568,
2025-04-02T15:38:14+02:00,60000.000000,33.809087,
2025-04-02T15:38:15+02:00,50000.000000,33.808846,
2025-04-02T15:38:16+02:00,60000.000000,40.571062,
2025-04-02T15:38:17+02:00,50000.000000,34.287571,
2025-04-02T15:38:18+02:00,60000.000000,40.092278,
2025-04-02T15:38:19+02:00,50000.000000,40.571621,
2025-04-02T15:38:20+02:00,60000.000000,33.808864,
2025-04-02T15:38:21+02:00,50000.000000,40.570791,
2025-04-02T15:38:22+02:00,60000.000000,33.809232,
2025-04-02T15:38:23+02:00,50000.000000,37.548898,
2025-04-02T15:38:24+02:00,53462.000000,36.830871,
2025-04-02T15:38:25+02:00,56538.000000,38.159815,
2025-04-02T15:38:26+02:00,53262.000000,36.220438,
2025-04-02T15:38:27+02:00,56738.000000,33.809150,
2025-04-02T15:38:28+02:00,55367.000000,40.571195,
2025-04-02T15:38:29+02:00,54633.000000,33.808912,
2025-04-02T15:38:30+02:00,50000.000000,40.570875,
2025-04-02T15:38:31+02:00,60000.000000,33.809505,
2025-04-02T15:38:32+02:00,50000.000000,40.571353,
2025-04-02T15:38:33+02:00,60000.000000,38.664947,
2025-04-02T15:38:34+02:00,60000.000000,35.715138,
2025-04-02T15:38:35+02:00,57519.000000,40.571019,
2025-04-02T15:38:36+02:00,52481.000000,33.809002,
2025-04-02T15:38:37+02:00,60000.000000,40.570675,
2025-04-02T15:38:38+02:00,52872.000000,40.572134,
2025-04-02T15:38:39+02:00,57128.000000,40.570473,
2025-04-02T15:38:40+02:00,60000.000000,33.809227,
2025-04-02T15:38:41+02:00,50000.000000,40.570870,
2025-04-02T15:38:42+02:00,60000.000000,33.809162,
2025-04-02T15:38:43+02:00,60000.000000,40.571596,
2025-04-02T15:38:44+02:00,50000.000000,40.570847,
2025-04-02T15:38:45+02:00,60000.000000,33.761348,
2025-04-02T15:38:46+02:00,50000.000000,40.541954,
2025-04-02T15:38:47+02:00,53675.000000,33.809227,
2025-04-02T15:38:48+02:00,56325.000000,40.571549,
2025-04-02T15:38:49+02:00,60000.000000,33.809451,
2025-04-02T15:38:50+02:00,50000.000000,40.571130,
2025-04-02T15:38:51+02:00,57916.000000,33.809090,
2025-04-02T15:38:52+02:00,52084.000000,33.808911,
2025-04-02T15:38:53+02:00,59760.956175,40.410040,
2025-04-02T15:38:54+02:00,50200.803213,38.417443,
2025-04-02T15:38:55+02:00,60000.000000,36.078564,
2025-04-02T15:38:56+02:00,50000.000000,39.392872,
2025-04-02T15:38:57+02:00,60000.000000,34.950535,
2025-04-02T15:38:58+02:00,50000.000000,40.523608,
2025-04-02T15:38:59+02:00,60000.000000,40.542082,
2025-04-02T15:39:00+02:00,60000.000000,40.571664,
2025-04-02T15:39:01+02:00,60000.000000,33.809884,
2025-04-02T15:39:02+02:00,55696.000000,40.570883,
2025-04-02T15:39:03+02:00,62038.000000,40.571059,
2025-04-02T15:39:04+02:00,52266.000000,40.571345,
2025-04-02T15:39:05+02:00,60000.000000,40.570627,
2025-04-02T15:39:06+02:00,60000.000000,40.571588,
2025-04-02T15:39:07+02:00,60000.000000,33.809532,
2025-04-02T15:39:08+02:00,60000.000000,40.571130,
2025-04-02T15:39:09+02:00,60000.000000,40.571375,
2025-04-02T15:39:10+02:00,53730.000000,40.570888,
2025-04-02T15:39:11+02:00,66270.000000,40.570985,
2025-04-02T15:39:12+02:00,60000.000000,40.570972,
2025-04-02T15:39:13+02:00,60000.000000,40.570755,
2025-04-02T15:39:14+02:00,60000.000000,40.571425,
2025-04-02T15:39:15+02:00,60000.000000,40.571344,
2025-04-02T15:39:16+02:00,60000.000000,40.571013,
2025-04-02T15:39:17+02:00,60000.000000,40.571968,
2025-04-02T15:39:18+02:00,60000.000000,40.570855,
2025-04-02T15:39:19+02:00,60000.000000,40.570851,
2025-04-02T15:39:20+02:00,60000.000000,40.570864,
2025-04-02T15:39:21+02:00,60000.000000,40.570775,
2025-04-02T15:39:22+02:00,59880.239521,40.490307,
2025-04-02T15:39:23+02:00,50100.200401,40.652953,
2025-04-02T15:39:24+02:00,60000.000000,40.571613,
2025-04-02T15:39:25+02:00,60000.000000,40.571918,
2025-04-02T15:39:26+02:00,60000.000000,40.571274,
2025-04-02T15:39:27+02:00,60000.000000,40.571487,
2025-04-02T15:39:28+02:00,60000.000000,40.570891,
2025-04-02T15:39:29+02:00,70000.000000,40.571059,
2025-04-02T15:39:30+02:00,50000.000000,40.571723,
2025-04-02T15:39:31+02:00,60000.000000,33.809153,
2025-04-02T15:39:32+02:00,52170.000000,40.571815,
2025-04-02T15:39:33+02:00,57830.000000,33.780569,
