time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-04-02T16:13:03+02:00,12552.000000,31.415415,
2025-04-02T16:13:04+02:00,18534.000000,47.659483,
2025-04-02T16:13:05+02:00,20628.000000,52.072966,
2025-04-02T16:13:06+02:00,26058.000000,66.754449,
2025-04-02T16:13:07+02:00,28374.000000,72.790925,
2025-04-02T16:13:08+02:00,26820.000000,67.480014,
2025-04-02T16:13:09+02:00,29004.000000,74.509502,
2025-04-02T16:13:10+02:00,31110.000000,79.339392,
2025-04-02T16:13:11+02:00,29400.000000,75.724666,
2025-04-02T16:13:12+02:00,32436.000000,82.784918,
2025-04-02T16:13:13+02:00,30174.000000,77.555101,
2025-04-02T16:13:14+02:00,31800.000000,80.985246,
2025-04-02T16:13:15+02:00,29100.000000,75.417029,
2025-04-02T16:13:16+02:00,32118.000000,81.877391,
2025-04-02T16:13:17+02:00,29016.000000,75.001720,
2025-04-02T16:13:18+02:00,31404.000000,79.800846,
2025-04-02T16:13:19+02:00,30960.000000,79.293260,
2025-04-02T16:13:20+02:00,32232.000000,83.416060,
2025-04-02T16:13:21+02:00,30696.000000,78.166960,
2025-04-02T16:13:22+02:00,33108.000000,85.222082,
2025-04-02T16:13:23+02:00,28428.000000,73.160550,
2025-04-02T16:13:24+02:00,32190.000000,82.553927,
2025-04-02T16:13:25+02:00,29718.000000,76.548326,
2025-04-02T16:13:26+02:00,31950.000000,81.306610,
2025-04-02T16:13:27+02:00,31554.000000,81.522196,
2025-04-02T16:13:28+02:00,30876.000000,79.212349,
2025-04-02T16:13:29+02:00,31974.000000,81.783978,
2025-04-02T16:13:30+02:00,32034.000000,82.076559,
2025-04-02T16:13:31+02:00,30918.000000,80.074692,
2025-04-02T16:13:32+02:00,33384.000000,84.832976,
2025-04-02T16:13:33+02:00,30870.000000,79.551126,
2025-04-02T16:13:34+02:00,30708.000000,79.089157,
2025-04-02T16:13:35+02:00,31914.000000,81.029428,
2025-04-02T16:13:36+02:00,31656.000000,82.376046,
2025-04-02T16:13:37+02:00,32076.000000,81.813937,
2025-04-02T16:13:38+02:00,32190.000000,82.445765,
2025-04-02T16:13:39+02:00,33498.000000,86.005572,
2025-04-02T16:13:40+02:00,32886.000000,85.574080,
2025-04-02T16:13:41+02:00,32172.000000,80.920133,
2025-04-02T16:13:42+02:00,33630.000000,86.853146,
2025-04-02T16:13:43+02:00,33120.000000,85.003895,
2025-04-02T16:13:44+02:00,32982.000000,85.281282,
2025-04-02T16:13:45+02:00,33126.000000,84.171732,
2025-04-02T16:13:46+02:00,30828.000000,80.766028,
2025-04-02T16:13:47+02:00,26106.000000,66.295641,
2025-04-02T16:13:48+02:00,14334.000000,37.046658,
2025-04-02T16:13:49+02:00,28884.000000,74.339882,
2025-04-02T16:13:50+02:00,27468.000000,70.363993,
2025-04-02T16:13:51+02:00,32562.000000,83.154644,
2025-04-02T16:13:52+02:00,31170.000000,81.058826,
2025-04-02T16:13:53+02:00,30594.000000,78.254129,
2025-04-02T16:13:54+02:00,33342.000000,84.664865,
2025-04-02T16:13:55+02:00,33444.000000,86.498706,
2025-04-02T16:13:56+02:00,29766.000000,77.437377,
2025-04-02T16:13:57+02:00,32118.000000,81.151289,
2025-04-02T16:13:58+02:00,28488.000000,73.646413,
2025-04-02T16:13:59+02:00,30258.000000,78.577748,
2025-04-02T16:14:00+02:00,32124.000000,81.444087,
2025-04-02T16:14:01+02:00,31506.000000,80.735208,
2025-04-02T16:14:02+02:00,31188.000000,80.349947,
2025-04-02T16:14:03+02:00,31542.000000,80.581103,
2025-04-02T16:14:04+02:00,29940.000000,77.129169,
2025-04-02T16:14:05+02:00,30954.000000,79.748940,
2025-04-02T16:14:06+02:00,29898.000000,76.990475,
2025-04-02T16:14:07+02:00,28986.000000,74.247419,
