time,msg-rate-per-second[postgres-to-kafka],msg-megabytes-in-per-second[postgres-to-kafka],msg-megabytes-out-per-second[postgres-to-kafka]
2025-04-02T16:00:34+02:00,33760.000000,0.879274,0.759418
2025-04-02T16:00:35+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:36+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:37+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:38+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:39+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:40+02:00,60000.000000,1.144409,1.373291
2025-04-02T16:00:41+02:00,50000.000000,1.373291,1.144409
2025-04-02T16:00:42+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:43+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:44+02:00,60000.000000,1.144409,1.373291
2025-04-02T16:00:45+02:00,50000.000000,1.373291,1.144409
2025-04-02T16:00:46+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:47+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:48+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:49+02:00,60000.000000,1.144409,1.373291
2025-04-02T16:00:50+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:51+02:00,60000.000000,1.373291,1.373291
2025-04-02T16:00:52+02:00,60000.000000,1.719332,1.471376
2025-04-02T16:00:53+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:00:54+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:00:55+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:00:56+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:00:57+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:00:58+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:00:59+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:00+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:01+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:02+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:03+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:04+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:05+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:06+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:07+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:08+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:09+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:10+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:11+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:12+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:13+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:14+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:15+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:16+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:17+02:00,70000.000000,1.487732,1.735687
2025-04-02T16:01:18+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:19+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:20+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:21+02:00,60000.000000,1.735687,1.487732
2025-04-02T16:01:22+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:23+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:24+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:25+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:26+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:27+02:00,70000.000000,1.487732,1.735687
2025-04-02T16:01:28+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:29+02:00,60000.000000,1.735687,1.487732
2025-04-02T16:01:30+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:31+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:32+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:33+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:34+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:35+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:36+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:37+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:38+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:39+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:01:40+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:41+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:42+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:43+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:01:44+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:45+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:46+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:47+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:48+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:49+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:50+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:51+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:52+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:01:53+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:01:54+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:01:55+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:56+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:01:57+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:01:58+02:00,50000.000000,1.239777,1.239777
2025-04-02T16:01:59+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:02:00+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:01+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:02+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:03+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:04+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:05+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:06+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:07+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:08+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:09+02:00,60000.000000,1.487732,1.487732
2025-04-02T16:02:10+02:00,50000.000000,1.487732,1.239777
2025-04-02T16:02:11+02:00,60000.000000,1.239777,1.487732
2025-04-02T16:02:12+02:00,50000.000000,1.487732,1.239777
