time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-05-08T13:31:45Z,99194.000000,63.463706,
2025-05-08T13:31:46Z,99391.000000,64.867511,
2025-05-08T13:31:47Z,115051.000000,71.216517,
2025-05-08T13:31:48Z,92641.000000,62.058438,
2025-05-08T13:31:49Z,137100.000000,75.146512,
2025-05-08T13:31:50Z,89962.000000,58.539533,
2025-05-08T13:31:51Z,133238.000000,75.191523,
2025-05-08T13:31:52Z,101869.000000,57.892732,
2025-05-08T13:31:53Z,101680.000000,59.811466,
2025-05-08T13:31:54Z,113691.000000,75.027226,
2025-05-08T13:31:55Z,123364.000000,68.649461,
2025-05-08T13:31:56Z,95143.000000,66.541642,
2025-05-08T13:31:57Z,112356.000000,61.499674,
2025-05-08T13:31:58Z,111802.000000,68.943850,
2025-05-08T13:31:59Z,105134.000000,56.757259,
2025-05-08T13:32:00Z,120708.000000,77.715627,
2025-05-08T13:32:01Z,113545.000000,58.996870,
2025-05-08T13:32:02Z,111455.000000,77.904820,
2025-05-08T13:32:03Z,113888.000000,58.903222,
2025-05-08T13:32:04Z,111112.000000,79.266083,
2025-05-08T13:32:05Z,110837.000000,59.198880,
2025-05-08T13:32:06Z,114163.000000,72.040312,
2025-05-08T13:32:07Z,115520.000000,65.361147,
2025-05-08T13:32:08Z,109480.000000,74.650198,
2025-05-08T13:32:09Z,110343.000000,51.338485,
2025-05-08T13:32:10Z,114657.000000,82.131347,
2025-05-08T13:32:11Z,108376.000000,58.745634,
2025-05-08T13:32:12Z,116624.000000,78.298955,
2025-05-08T13:32:13Z,117640.000000,58.149377,
2025-05-08T13:32:14Z,107360.000000,75.142066,
2025-05-08T13:32:15Z,120691.000000,64.428318,
2025-05-08T13:32:16Z,104309.000000,68.455413,
2025-05-08T13:32:17Z,102085.000000,58.411712,
2025-05-08T13:32:18Z,122915.000000,77.635047,
2025-05-08T13:32:19Z,109564.000000,64.390745,
2025-05-08T13:32:20Z,115436.000000,74.361172,
2025-05-08T13:32:21Z,121154.000000,62.262104,
2025-05-08T13:32:22Z,103846.000000,70.549041,
2025-05-08T13:32:23Z,106052.000000,60.151478,
2025-05-08T13:32:24Z,118948.000000,77.513107,
2025-05-08T13:32:25Z,118221.000000,61.992176,
2025-05-08T13:32:26Z,106779.000000,68.626616,
2025-05-08T13:32:27Z,107582.000000,60.949619,
2025-05-08T13:32:28Z,117418.000000,70.556676,
2025-05-08T13:32:29Z,108459.000000,64.635585,
2025-05-08T13:32:30Z,116541.000000,70.000828,
2025-05-08T13:32:31Z,109006.000000,67.593268,
2025-05-08T13:32:32Z,104449.000000,67.102042,
2025-05-08T13:32:33Z,95570.000000,55.283771,
2025-05-08T13:32:34Z,120735.000000,70.884520,
2025-05-08T13:32:35Z,122233.000000,64.443706,
2025-05-08T13:32:36Z,109301.000000,73.222148,
2025-05-08T13:32:37Z,106646.000000,62.491011,
2025-05-08T13:32:38Z,130169.000000,78.193027,
2025-05-08T13:32:39Z,114031.000000,66.643804,
2025-05-08T13:32:40Z,112860.000000,72.336756,
2025-05-08T13:32:41Z,89611.000000,57.137361,
