time,msg-rate-in-per-second[postgres.public.employees],msg-megabytes-in-per-second[postgres.public.employees],msg-megabytes-out-per-second[postgres.public.employees]
2025-05-08T13:42:32Z,60240.963855,0.697430,
2025-05-08T13:42:33Z,78206.000000,1.043618,
2025-05-08T13:42:34Z,86578.000000,0.997838,
2025-05-08T13:42:35Z,107184.000000,1.392332,
2025-05-08T13:42:36Z,99850.000000,1.224416,
2025-05-08T13:42:37Z,119522.000000,1.361129,
2025-05-08T13:42:38Z,109841.000000,1.335193,
2025-05-08T13:42:39Z,110637.000000,1.470260,
2025-05-08T13:42:40Z,110686.000000,1.228118,
2025-05-08T13:42:41Z,109314.000000,1.473661,
2025-05-08T13:42:42Z,116136.000000,1.427270,
2025-05-08T13:42:43Z,123671.000000,1.473546,
2025-05-08T13:42:44Z,120000.000000,1.474094,
2025-05-08T13:42:45Z,100000.000000,1.273825,
2025-05-08T13:42:46Z,116792.000000,1.285617,
2025-05-08T13:42:47Z,99789.000000,1.373641,
2025-05-08T13:42:48Z,118798.000000,1.457455,
2025-05-08T13:42:49Z,120000.000000,1.426033,
2025-05-08T13:42:50Z,118063.000000,1.367645,
2025-05-08T13:42:51Z,99583.000000,1.350792,
2025-05-08T13:42:52Z,116715.000000,1.228565,
2025-05-08T13:42:53Z,103285.000000,1.439026,
2025-05-08T13:42:54Z,100000.000000,1.263998,
2025-05-08T13:42:55Z,113824.000000,1.397358,
2025-05-08T13:42:56Z,120000.000000,1.368973,
2025-05-08T13:42:57Z,112825.000000,1.281688,
2025-05-08T13:42:58Z,101265.000000,1.419869,
2025-05-08T13:42:59Z,101777.000000,1.283009,
2025-05-08T13:43:00Z,120000.000000,1.435913,
2025-05-08T13:43:01Z,100000.000000,1.266780,
2025-05-08T13:43:02Z,120000.000000,1.473688,
2025-05-08T13:43:03Z,118890.000000,1.425559,
2025-05-08T13:43:04Z,100000.000000,1.263630,
2025-05-08T13:43:05Z,119783.000000,1.471354,
2025-05-08T13:43:06Z,120000.000000,1.473853,
2025-05-08T13:43:07Z,121812.000000,1.297564,
2025-05-08T13:43:08Z,115953.000000,1.576839,
2025-05-08T13:43:09Z,100000.000000,1.272532,
2025-05-08T13:43:10Z,120000.000000,1.476183,
2025-05-08T13:43:11Z,113175.000000,1.389991,
2025-05-08T13:43:12Z,106825.000000,1.312090,
2025-05-08T13:43:13Z,100000.000000,1.228387,
2025-05-08T13:43:14Z,120000.000000,1.473140,
2025-05-08T13:43:15Z,114378.000000,1.227520,
2025-05-08T13:43:16Z,125622.000000,1.652656,
2025-05-08T13:43:17Z,100000.000000,1.295257,
2025-05-08T13:43:18Z,120000.000000,1.421544,
2025-05-08T13:43:19Z,107253.000000,1.280271,
2025-05-08T13:43:20Z,97796.000000,1.288901,
2025-05-08T13:43:21Z,113689.000000,1.234211,
2025-05-08T13:43:22Z,114448.000000,1.421553,
2025-05-08T13:43:23Z,107425.000000,1.467023,
2025-05-08T13:43:24Z,117797.000000,1.403285,
2025-05-08T13:43:25Z,111762.000000,1.342831,
2025-05-08T13:43:26Z,91997.000000,1.202453,
2025-05-08T13:43:27Z,113947.000000,1.398909,
2025-05-08T13:43:28Z,117446.000000,1.442034,
2025-05-08T13:43:29Z,106550.000000,1.307490,
